ACSSF,2011e1,co,000,0099,0000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156064,80620,38778,0,38778,29,31,1755,550,1568,1432,908,2042,3176,2544,3446,4569,2666,3545,1936,2164,1321,1663,2537,896,41842,17856,23986,4249,2813,1736,1117,3193,979,2720,983,795,781,1505,653,1653,247,30,98,106,221,107,0,75444,22568,0,22568,0,36,1235,590,393,1371,1609,1332,1834,1587,2764,2974,1245,1365,927,1099,1141,19,620,427,52876,28944,23932,4834,2199,2595,3371,2778,1961,1765,919,1166,351,501,708,304,0,0,107,15,0,0,358
ACSSF,2011e1,co,000,0099,0000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138588,71040,34140,0,34140,29,31,1755,550,1146,1308,894,1922,2542,2390,3074,4360,2381,2754,1669,2018,1016,1524,2070,707,36900,15710,21190,3622,2279,1587,1085,3171,898,2465,983,758,604,1491,653,965,173,30,44,60,215,107,0,67548,19923,0,19923,0,36,407,590,380,1317,1587,1276,1523,1470,2711,2698,1211,1291,917,927,924,0,551,107,47625,26263,21362,4266,2066,2287,2947,2413,1932,1646,589,1107,174,501,708,296,0,0,107,0,0,0,323
ACSSF,2011e1,co,000,0099,0000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2011e1,co,000,0099,0000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146863,75867,37229,0,37229,29,31,1755,550,1290,1378,894,1966,2843,2544,3360,4475,2506,3429,1894,2097,1273,1598,2518,799,38638,15667,22971,3975,2374,1684,1094,3193,898,2670,983,795,781,1491,622,1648,247,30,98,60,221,107,0,70996,21579,0,21579,0,36,1235,590,380,1305,1565,1276,1661,1403,2711,2806,1218,1329,917,989,1141,0,620,397,49417,26973,22444,4613,2108,2523,3121,2690,1756,1470,867,1166,232,501,636,296,0,0,107,0,0,0,358
ACSSF,2011e1,co,000,0099,0000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136981,69845,33641,0,33641,29,31,1423,216,1290,1235,788,1152,2471,2544,2811,4408,2343,3058,1825,2097,1043,1572,2506,799,36204,14582,21622,3530,2180,1464,987,3193,865,2577,983,681,781,1491,622,1648,110,30,98,60,215,107,0,67136,20007,0,20007,0,36,555,514,380,1305,1521,1276,1583,1403,2711,2600,1039,1329,917,785,1036,0,620,397,47129,26300,20829,4389,2053,2444,2387,2555,1756,1470,537,1166,174,501,636,296,0,0,107,0,0,0,358
ACSSF,2011e1,co,000,0099,0000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88943,44763,20389,0,20389,29,0,1072,120,1120,1037,674,615,1910,1919,1759,3510,1063,1550,1005,631,569,299,1243,264,24374,9465,14909,2723,1337,1027,569,1977,532,2326,853,337,636,724,622,793,66,0,44,60,215,68,0,44180,13011,0,13011,0,0,264,329,239,1062,1521,755,1137,1057,1871,1392,349,787,838,518,610,0,221,61,31169,18014,13155,2662,1385,1665,1499,1805,1108,1104,363,582,136,159,341,257,0,0,63,0,0,0,26
ACSSF,2011e1,co,000,0099,0000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48038,25082,13252,0,13252,0,31,351,96,170,198,114,537,561,625,1052,898,1280,1508,820,1466,474,1273,1263,535,11830,5117,6713,807,843,437,418,1216,333,251,130,344,145,767,0,855,44,30,54,0,0,39,0,22956,6996,0,6996,0,36,291,185,141,243,0,521,446,346,840,1208,690,542,79,267,426,0,399,336,15960,8286,7674,1727,668,779,888,750,648,366,174,584,38,342,295,39,0,0,44,0,0,0,332
ACSSF,2011e1,co,000,0099,0000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2011e1,co,000,0099,0000009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2011e1,co,000,0099,0000010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2011e1,co,000,0099,0000011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2011e1,co,000,0099,0000012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2011e1,co,000,0099,0000013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
