ACSSF,2011e1,co,000,0098,0000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111221,49194,24670,0,24670,37,46,187,398,768,674,516,97,1000,868,903,2324,880,834,997,2176,1500,2088,3532,4845,24524,11463,13061,1563,576,1674,688,1054,451,640,453,480,821,690,302,924,578,384,389,460,0,784,150,62027,23157,0,23157,0,0,255,137,958,189,1075,310,1501,1837,1608,2667,1309,2183,466,1526,1920,1390,2195,1631,38870,24712,14158,2077,1388,1216,1155,1430,774,1034,518,358,630,735,459,363,321,91,131,255,668,370,185
ACSSF,2011e1,co,000,0098,0000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91459,40972,20652,0,20652,37,46,187,363,704,585,516,97,1000,805,837,2248,880,558,997,1978,1373,1766,2532,3143,20320,10420,9900,1441,576,1537,521,901,451,586,163,369,707,302,228,343,277,384,226,315,0,446,127,50487,18018,0,18018,0,0,232,137,769,189,1032,310,1373,1235,1509,2312,1141,1505,466,1307,860,719,1525,1397,32469,20558,11911,1746,1118,1062,804,1347,774,782,503,300,630,735,459,363,222,91,70,255,293,226,131
ACSSF,2011e1,co,000,0098,0000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2011e1,co,000,0098,0000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109632,48626,24448,0,24448,37,46,187,363,768,674,516,97,1000,868,903,2324,880,785,997,2176,1500,2088,3452,4787,24178,11306,12872,1521,576,1674,688,1054,451,640,453,480,821,690,289,790,578,384,389,460,0,784,150,61006,23002,0,23002,0,0,232,137,958,189,1048,310,1454,1837,1608,2643,1309,2183,466,1526,1920,1356,2195,1631,38004,24273,13731,2077,1368,1216,1127,1344,774,885,518,300,630,735,459,277,321,91,131,255,668,370,185
ACSSF,2011e1,co,000,0098,0000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107452,47608,24214,0,24214,37,46,187,363,768,674,516,97,1000,781,880,2324,855,785,997,2176,1440,2088,3413,4787,23394,10894,12500,1521,576,1674,688,1034,403,616,453,480,821,690,289,713,578,347,389,294,0,784,150,59844,22698,0,22698,0,0,232,137,958,189,1032,288,1454,1837,1556,2542,1309,2183,466,1526,1865,1298,2195,1631,37146,23742,13404,1879,1363,1103,1127,1344,774,885,518,300,630,735,459,277,310,91,131,255,668,370,185
ACSSF,2011e1,co,000,0098,0000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52174,22566,11357,0,11357,0,46,77,85,535,674,53,97,692,519,611,985,222,479,302,1323,858,928,1069,1802,11209,5400,5809,681,203,916,458,857,314,321,113,318,107,510,87,0,458,164,162,42,0,43,55,29608,10278,0,10278,0,0,0,61,497,189,777,177,700,819,1004,1045,713,1055,104,1078,821,657,489,92,19330,12782,6548,748,602,622,603,695,515,418,388,159,271,453,258,277,0,91,0,35,325,0,88
ACSSF,2011e1,co,000,0098,0000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55278,25042,12857,0,12857,37,0,110,278,233,0,463,0,308,262,269,1339,633,306,695,853,582,1160,2344,2985,12185,5494,6691,840,373,758,230,177,89,295,340,162,714,180,202,713,120,183,227,252,0,741,95,30236,12420,0,12420,0,0,232,76,461,0,255,111,754,1018,552,1497,596,1128,362,448,1044,641,1706,1539,17816,10960,6856,1131,761,481,524,649,259,467,130,141,359,282,201,0,310,0,131,220,343,370,97
ACSSF,2011e1,co,000,0098,0000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2011e1,co,000,0098,0000009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2011e1,co,000,0098,0000010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2011e1,co,000,0098,0000011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2011e1,co,000,0098,0000012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,2011e1,co,000,0098,0000013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
